Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_324:0000412,GMoi_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000405,Grain moisture content,Agronomic,Grain moisture content.,,GMoi,,Grain,Moisture content,,,CO_324:0000410,Grain moisture content - Measurement,Measurement,Measure humidity content of a sample using humidity sensor.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000413,GNo_C_grnm2,GRNO_grn_m2,,Maturity,,BMS_20552,ICRISAT,Jayashree B,,EN,Sorghum,CO_324:0000009,Grain number per panicle,Agronomic,Number of grains per panicle.,,GNoPcle,NBGPAN,Panicle,Grain number,,,CO_324:0000312,Grain number - Computation,Computation,Calculate using the formula.,Calculated as the ratio between the grain yield to the weight of n grains multiplied by n,,CO_324:0000313,grain/m2,Numerical,,,,,,,,,,,,,,
,CO_324:0000414,GNoPcle_C_grnpcle,NBGPAN_grn_pcle,Trials and nurseries,Maturity,,BMS_20554,CIRAD,JF Rami,08/05/2012,EN,Sorghum,CO_324:0000009,Grain number per panicle,Agronomic,Number of grains per panicle.,,GNoPcle,NBGPAN,Panicle,Grain number,,,CO_324:0000071,Grain number per panicle - Computation,Computation,Calculate using the formula.,Calculated as the ratio between the grain weight per panicle to the weight of n grains multiplied by n,,CO_324:0000072,grain/panicle,Numerical,,,,,,,,,,,,,,
,CO_324:0000418,GStdYld_C_kgha,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000415,Grain standardized yield,Agronomic,The weight of grain adjusted to a standard moisture content (14%) that was harvested per unit area.,,GStdYld,,Grain,Standardized yield,,,CO_324:0000416,Grain standardized yield (kg/ha) - Computation,Computation,Calculate using the formula.,(GDMYld_C_kgha*GDMC_M_pct)/100,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000422,GStdYld_C_kgplot,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000415,Grain standardized yield,Agronomic,The weight of grain adjusted to a standard moisture content (14%) that was harvested per unit area.,,GStdYld,,Grain,Standardized yield,,,CO_324:0000420,Grain standardized yield (kg/plot) - Computation,Computation,Calculate using the formula.,GHvYld_M_gPlot * Standard moisture value)/GMC,,CO_324:0000421,kg/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000424,GW_1000grnM_g,W1000G_g,,Maturity,,BMS_18110,,,,EN,Sorghum,CO_324:0000079,Grain weight,Agronomic,"The weight of grain per sample (single, 100, 200, 1000).",,GW,W100G,Grain,weight,,,CO_324:0000080,Thousand Grain Weight - Measurement,Measurement,Count and weigh 1000 grains.,,"House, L.R. 1987. Manual for the selection of sorghum. Second edition. Patancheru, AP 502 324, India: International Crops Research Institute for the Semi-Arid Tropics.",CO_324:0000081,g,Numerical,,,,,,,,,,,,,,
,CO_324:0000426,GW_100grnM_g,W100G_g,Trials and nurseries,Maturity,,BMS_20564,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000079,Grain weight,Agronomic,"The weight of grain per sample (single, 100, 200, 1000).",,GW,W100G,Grain,weight,,,CO_324:0000425,Hundred Grain Weight - Measurement,Measurement,Count and weigh 100 grains.,,"House, L.R. 1987. Manual for the selection of sorghum. Second edition. Patancheru, AP 502 324, India: International Crops Research Institute for the Semi-Arid Tropics.",CO_324:0000081,g,Numerical,,,,,,,,,,,,,,
,CO_324:0000427,GWPcle_C_gpcle,GWPP_g,Trials and nurseries,Maturity,,BMS_20393,IER Mali,Niaba Teme,05/12/2010,EN,Sorghum,CO_324:0000073,Grain weight per panicle,Agronomic,The weight of grains per panicle.,,GWPcle,GWPP,Panicle,Grain weight,,,CO_324:0000074,Grain weight per panicle - Computation,Computation,Calculate using the formula.,Calculated as the total weight of grain of the plot divided by the number of panicle harvested in the plot,,CO_324:0000075,g/panicle,Numerical,,,,,,,,,,,,,,
,CO_324:0000428,GYld_E_1to5,YLDSCORE_1_5,"Trials, Nursery, Farmer group evaluation",Maturity,,BMS_20419,ICRISAT Bamako,Eva Weltzien,23/11/2011,EN,Sorghum,CO_324:0000199,Grain yield,Agronomic,The amount (weight) of grain that was harvested per unit area.,,GYld,YLDSCORE,Grain,yield,,,CO_324:0000200,Grain yield score - Estimation,Estimation,"Estimate the yield of the variety, after the harvest of panicles spread on the ground, usually scored by the farmer.",,,CO_324:0000201,General Score (1-5),Ordinal,,,,,1 = Very low,2 = Low,3= Acceptable,4 = Good,5= Very good,,,,,
,CO_324:0000429,HI_C_pct,HI_pct,,Maturity,,BMS_18120,ICRISAT,Jayashree B,,EN,Sorghum,CO_324:0000019,Grain harvest index,Agronomic,Proportion of harvested grain weight over whole above ground biomass weight.,Biomass partitioning,HI,HI,Plant,grain harvest index,,,CO_324:0000322,Grain Harvest index - Computation,Computation,Compute proportion of harvested grain weight over whole above ground biomass weight.,Calculated as the total weight of grain of the plot divided by the total weight of above ground biomass,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000433,LfDMC_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000430,Leaf biomass dry matter content,Agronomic,Leaf biomass dry matter content.,,LfDMC,,Leaf biomass,Dry matter content,,,CO_324:0000431,Leaf biomass dry matter content - Measurement,Measurement,Measure or calculate dry matter content of a sample by calculating the ratio of the weight of the sample after complete desiccation to the initial weight of the sample.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000434,LfDMYld_C_gPlot,LFWT_g,,,,BMS_20597,CIRAD/ICRISAT,JF Rami/Jayashree B,,EN,Sorghum,CO_324:0000004,Leaf biomass dry matter basis yield,Agronomic,The leaf biomass expressed in dry matter basis that was harvested per unit area.,,LfDMYld,,Leaf biomass,Dry matter basis yield,,,CO_324:0000308,Leaf biomass dry matter basis yield (g/plot) - Computation,Computation,Calculate using the formula.,(LfHvYld_M_gPlot * LfDMC_M_pct)/100,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000437,LfDMYld_C_kgha,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000004,Leaf biomass dry matter basis yield,Agronomic,The leaf biomass expressed in dry matter basis that was harvested per unit area.,,LfDMYld,,Leaf biomass,Dry matter basis yield,,,CO_324:0000435,Leaf biomass dry matter basis yield (kg/ha) - Computation,Computation,Calculate using the formula.,LfDMYld_C_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000441,LfHvYld_C_kgha,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000438,Leaf biomass yield at harvest,Agronomic,The leaf biomass expressed fresh (field) basis that was harvested per unit area.,,LfHvYld,,Leaf biomass,Yield at harvest,,,CO_324:0000439,Leaf Biomass yield at harvest (kg/ha) - Computation,Computation,Calculate using the formula.,LfHvYld_M_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000445,LfHvYld_M_gPlot,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000438,Leaf biomass yield at harvest,Agronomic,The leaf biomass expressed fresh (field) basis that was harvested per unit area.,,LfHvYld,,Leaf biomass,Yield at harvest,,,CO_324:0000443,Leaf Biomass yield at harvest - Measurement,Measurement,Record Leaf Biomass weight after harvest.,,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000449,LfMoi_C_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000446,Leaf biomass moisture content,Agronomic,Leaf biomass moisture content.,,LfMoi,,Leaf biomass,Moisture content,,,CO_324:0000447,Leaf Biomass moisture content - Computation,Computation,Calculate using the formula.,100 - DMC,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000453,LfMoi_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000446,Leaf biomass moisture content,Agronomic,Leaf biomass moisture content.,,LfMoi,,Leaf biomass,Moisture content,,,CO_324:0000451,Leaf Biomass moisture content - Measurement,Measurement,Measure humidity content of a sample using humidity sensor.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000454,LodgInc_E_1to5,LODG_1_5,Trials and nurseries,Flowering and Maturity,,BMS_20601,INERA,Clarisse Barot,30/08/2012,EN,Sorghum,CO_324:0000283,Plant lodging incidence,Agronomic,Plant lodging incidence.,,LodgInc,LODG,Plant,lodging incidence,,,CO_324:0000284,Plant lodging incidence - Estimation,Estimation,Visual assessment of lodging incidence.,,,CO_324:0000285,LodgInc Score (1-5),Ordinal,,,,,1= No lodging,2= Low lodging,3= Medium lodging,4= High lodging,5= Full lodging,,,,,
,CO_324:0000455,MS_E_1to3,MS_1_3,Trials and nurseries,Flowering,,BMS_20400,ICRISAT Bamako,Eva Weltzien,23/11/2011,EN,Sorghum,CO_324:0000145,Cytoplasmic male sterility,Agronomic,An assessment of male sterility on the panicle.,Cytoplasm system,CMS,MS,Plant,cytoplasmic male sterility,,,CO_324:0000146,Cytoplasmic male sterility - Estimation,Estimation,Field observation of panicles for the presence of infertility by observing the shape of the anthers.,,"IBPGR and ICRISAT. 1993. Descriptors for sorghum [Sorghum bicolor (L.) Moench]. Internation Board for Plant Genetic Resources, Rome, Italy, Institut International Crops Research Institute for the Semi-Arid Tropics, Patancheru, India",CO_324:0000147,CMS Score (1-3),Nominal,,,,,1= Milo,2= Texas,3= Maldandi,,,,,,,
,CO_324:0000456,NHH_Ct_hill,NHH_hills,Trials and nurseries,Maturity,,BMS_20404,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000163,Number of harvested hills,Agronomic,Number of harvested hills in the plot.,,NHH,NHH,Hill,harvested number,,,CO_324:0000164,Harvested Hills - Counting,Counting,Count the number of planting holes harvested effectively.,,,CO_324:0000165,hill,Numerical,,,,,,,,,,,,,,
,CO_324:0000457,NSelPcle_Ct_pcle,NSP_pcle,Nursery,Maturity,,BMS_20407,ICRISAT Bamako,Eva Weltzien,23/11/2011,EN,Sorghum,CO_324:0000178,Panicle selected number,Agronomic,Number of selected panicles selected in breeding nursery.,,NSPcle,NSP,Panicle,selected number,,,CO_324:0000179,Panicle selected number - Counting,Counting,Count selected panicles per progeny.,,,CO_324:0000180,panicle,Numerical,,,,,,,,,,,,,,
,CO_324:0000458,NSH_Ct_hill,NSH_plants,Trials and nurseries,Seedling stage,,BMS_20406,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000172,Number of seedling hills,Agronomic,Number of hills with plants at seedling stage.,,NSH,NSH,Hill,number,,,CO_324:0000173,Number of Hills at Seedling - Counting,Counting,Count the number of planting holes with plants 5-10 days after emergence.,,,CO_324:0000165,hill,Numerical,,,,,,,,,,,,,,
,CO_324:0000462,PcleDMC_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000459,Panicle dry matter content,Agronomic,Panicle dry matter content.,,PcleDMC,,Panicle,Dry matter content,,,CO_324:0000460,Panicle dry matter content - Measurement,Measurement,Measure or calculate dry matter content of a sample by calculating the ratio of the weight of the sample after complete desiccation to the initial weight of the sample.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000465,PcleDMYld_C_gPlot,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000268,Panicle dry matter basis yield,Agronomic,The panicle yield expressed as a quantity of dry matter harvested per unit area.,,PcleDMYld,,Panicle,Dry matter basis yield,,,CO_324:0000463,Panicle dry matter basis yield (g/plot) - Computation,Computation,Calculate using the formula.,(PANHvYld_M_gPlot * PANDMC_M_pct)/100,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000466,PcleDMYld_C_kgha,,,,,BMS_20615,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000268,Panicle dry matter basis yield,Agronomic,The panicle yield expressed as a quantity of dry matter harvested per unit area.,,PcleDMYld,,Panicle,Dry matter basis yield,,,CO_324:0000269,Panicle dry matter basis yield (kg/ha) - Computation,Computation,Calculate using the formula.,PANDMYld_C_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000467,PcleHI_C_pct,PHI_pct,,Maturity,,BMS_20556,ICRISAT,Jayashree B,,EN,Sorghum,CO_324:0000012,Panicle harvest index,Agronomic,Proportion of harvested panicle weight over whole above ground biomass weight.,Panicle partitioning,PcleHI,PHI,Plant,panicle harvest index,,,CO_324:0000314,Panicle harvest index - Computation,Computation,Calculate using the formula.,Calculated as the total weight of panicle of the plot divided by the total weight of above ground biomass,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000468,PcleHvNo_Ct_pclePlot,NHP_pcle,Trials and nurseries,Maturity,,BMS_20550,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000166,Panicle harvested number,Agronomic,Number of effectively harvested panicles.,,PcleHNo,NHP,Panicle,harvested number,,,CO_324:0000167,Panicle harvested number - Counting,Counting,Count the number of panicles in the plot actually harvested.,,,CO_324:0000162,panicle/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000471,PcleHvYld_C_kgha,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000076,Panicle yield at harvest,Agronomic,The weight of panicles expressed fresh (field) basis that was harvested per unit area.,,PcleHvYld,,Panicle,Yield at harvest,,,CO_324:0000469,Panicle Yield at harvest (kg/ha) - Computation,Computation,Calculate using the formula.,PANHvYld_M_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000472,PcleHvYld_M_gPlot,,,,,BMS_20414,ICRISAT/IER/CIRAD,Eva Weltzien/Niaba Teme/JF Rami,,EN,Sorghum,CO_324:0000076,Panicle yield at harvest,Agronomic,The weight of panicles expressed fresh (field) basis that was harvested per unit area.,,PcleHvYld,,Panicle,Yield at harvest,,,CO_324:0000077,Panicle Yield at harvest - Measurement,Measurement,Record panicle weight after harvest.,,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000476,PcleMoi_C_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000473,Panicle moisture content,Agronomic,Panicle moisture content.,,PcleMoi,,Panicle,Moisture content,,,CO_324:0000474,Panicle moisture content - Computation,Computation,Calculate using the formula.,100 - DMC,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000480,PcleMoi_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000473,Panicle moisture content,Agronomic,Panicle moisture content.,,PcleMoi,,Panicle,Moisture content,,,CO_324:0000478,Panicle moisture content - Measurement,Measurement,Measure humidity content of a sample using humidity sensor.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000481,PcleNo_Ct_pclePlot,NBPN_pcle,,Maturity,,BMS_20604,ICRISAT,Jayashree B,,EN,Sorghum,CO_324:0000013,Panicle number,Agronomic,Number of panicles.,,PcleNo,NBPN,Panicle,number,,,CO_324:0000316,Panicle number - Counting,Counting,Harvest the panicles in the plot and count the number of panicles harvested.,,,CO_324:0000162,panicle/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000482,PcleOTNo_Ct_pclePlot,NOTP_pcle,Trials and nurseries,Maturity,,BMS_20405,ICRISAT Bamako,Eva Weltzien,23/11/2011,EN,Sorghum,CO_324:0000169,Panicle off type number,Agronomic,Panicle off-type number.,Off type number,PcleOTNo,NOTP,Panicle,off type number,,,CO_324:0000170,Panicle off type number - Counting,Counting,Count the number of off-types panicles.,,,CO_324:0000162,panicle/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000483,PcleThrs_E_1to9,PANTHRS_1_9,Trials and nurseries,Maturity,,BMS_20410,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000100,Panicle threshability,Agronomic,"The threshability of the panicle, either difficult to thresh, freely threshable or partly threshable.",,PcleThrs,PANTHRS,Panicle,threshability,,,CO_324:0000101,Panicle threshability - Estimation,Estimation,"At the time of threshing, visually estimate the percentage of grains and glumes adhering to assign a score corresponding.",,"IBPGR and ICRISAT. 1993. Descriptors for sorghum [Sorghum bicolor (L.) Moench]. Internation Board for Plant Genetic Resources, Rome, Italy, Institut International Crops Research Institute for the Semi-Arid Tropics, Patancheru, India",CO_324:0000102,PcleThrs Score (1-9),Ordinal,,,,,"1= Very difficult, less than 50% of grains threshed",2=NA,"3= Difficult, 60 to 69% of grain threshed",4=NA,5 =intermediate 80 to 84% of grain threshed,6=NA,"7= Good, 90 to 94% of grain threshed",8=NA,9= Excellent 99 to 100% of grain threshed,
,CO_324:0000484,PCleWWoG_M_gpcle,PWTMG_g,,Maturity,,BMS_20614,ICRISAT,Jayashree B,,EN,Sorghum,CO_324:0000014,Panicle weight without grain,Agronomic,Weight of the panicle without grain.,,PCleWWoG,PWTMG,Panicle,weight without grain,,,CO_324:0000318,Panicles weight without grain - Measurement,Measurement,Record the weight of panicle without grain.,,,CO_324:0000075,g/panicle,Numerical,,,,,,,,,,,,,,
,CO_324:0000488,PNo_Ct_plntPlot,PNP_plants,,,,BMS_20557,,,,EN,Sorghum,CO_324:0000485,Plant number,Agronomic,Plant number per plot.,,PNo,,Plant,number,,,CO_324:0000486,Plant number - Counting,Counting,Count plants in an area or plot.,,,CO_324:0000177,plant/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000489,PVig_E_1to5,GV_1_5,Trials and nurseries,,,BMS_18080,ICRISAT Bamako,Eva Weltzien,23/11/2011,EN,Sorghum,CO_324:0000136,Plant vigor,Agronomic,Adult plant vigor assessment.,"Plant vigor, PVIG",PVig,GV,Plant,vigor,,,CO_324:0000137,Plant vigor - Estimation,Estimation,"Comparative visual observation of the biomass of plants (length, width, number of leaves).",,,CO_324:0000138,Vigor Score (1-5),Ordinal,,,,,1= Very low vigor,2= Low Vigor,3= Acceptable vigor,4= Good vigor,5= Excellent vigor,,,,,
,CO_324:0000490,SdlgNo_Ct_plntPlot,NSPLT_plants,Trials and nurseries,Seedling stage,,BMS_20408,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000175,Seedling number,Agronomic,Seedling number after thinning.,,SdlgNo,NSPLT,Seedling,number,,,CO_324:0000176,Seedling number - Counting,Counting,Count the total number of plants in the plot after thinning.,,,CO_324:0000177,plant/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000491,SdlgVig_E_1to5,SVIG_1_5,Trials and nurseries,Seedling stage,,BMS_20392,ICRISAT/IER,Eva Weltzien/Niaba Teme,23/11/2011,EN,Sorghum,CO_324:0000190,Seedling vigor,Agronomic,Seedling vigor assessment.,,SdlgVig,SV,Seedling,vigor,,,CO_324:0000191,Seedling vigor - Estimation,Estimation,"Comparative visual observation of plant biomass (length, width, number of leaves) 15 days after sowing.",,"House, L.R. 1987. Manual for the selection of sorghum. Second edition. Patancheru, AP 502 324, India: International Crops Research Institute for the Semi-Arid Tropics.",CO_324:0000138,Vigor Score (1-5),Ordinal,,,,,1= Very low vigor,2= Low Vigor,3= Acceptable vigor,4= Good vigor,5= Excellent vigor,,,,,
,CO_324:0000495,StmDMC_M_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000492,Stem biomass dry matter content,Agronomic,Stem biomass dry matter content.,,StmDMC,,Stem biomass,Dry matter content,,,CO_324:0000493,Stem biomass dry matter content - Measurement,Measurement,Measure or calculate dry matter content of a sample by calculating the ratio of the weight of the sample after complete desiccation to the initial weight of the sample.,,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
,CO_324:0000499,StmDMYld_C_gPlot,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000496,Stem Biomass dry matter basis yield,Agronomic,The stem biomass yield expressed as a quantity of dry matter harvested per unit area.,,StmDMYld,,Stem biomass,Dry matter basis yield,,,CO_324:0000497,Stem biomass dry matter basis yield (g/plot) - Computation,Computation,Calculate using the formula.,(STMHvYld_M_gPlot * STMDMC_M_pct)/100,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000503,StmDMYld_C_kgha,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000496,Stem Biomass dry matter basis yield,Agronomic,The stem biomass yield expressed as a quantity of dry matter harvested per unit area.,,StmDMYld,,Stem biomass,Dry matter basis yield,,,CO_324:0000501,Stem biomass dry matter basis yield (kg/ha) - Computation,Computation,Calculate using the formula.,STMDMYld_C_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000504,StmHvYld_C_kgha,SYLD_kg_ha,,,,BMS_20629,CIRAD,JF Rami,08/05/2012,EN,Sorghum,CO_324:0000022,Stem biomass yield at harvest,Agronomic,The stem biomass expressed fresh (field) basis that was harvested per unit area.,,StmHvYld,,Stem biomass,Yield at harvest,,,CO_324:0000233,Stem biomass Yield at harvest (kg/ha) - Computation,Computation,Calculate using the formula.,STMHvYld_M_gPlot / plot_area,,CO_324:0000231,kg/ha,Numerical,,,,,,,,,,,,,,
,CO_324:0000505,StmHvYld_M_gPlot,,,,,BMS_20628,ICRISAT/CIRAD,JF Rami/Jayashree B,,EN,Sorghum,CO_324:0000022,Stem biomass yield at harvest,Agronomic,The stem biomass expressed fresh (field) basis that was harvested per unit area.,,StmHvYld,,Stem biomass,Yield at harvest,,,CO_324:0000326,Stem biomass Yield at harvest - Measurement,Measurement,Record stem biomass weight.,,,CO_324:0000078,g/plot,Numerical,,,,,,,,,,,,,,
,CO_324:0000509,StmMoi_C_pct,,,,,,CIRAD,JF Rami,,EN,Sorghum,CO_324:0000506,Stem biomass moisture content,Agronomic,Stem biomass moisture content.,,StmMoi,,Stem biomass,Moisture content,,,CO_324:0000507,Stem Biomass moisture content - Computation,Computation,Calculate using the formula.,100 - DMC,,CO_324:0000198,%,Numerical,,,,,,,,,,,,,,
