Curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10
,CO_339:0000214,TFlw_CountTo50Flow_d,"DFTFL, DFFL",Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000195,Time to flowering,Phenological traits,Time elapsed between sowing to flowering,,TF,,Plant,Time to Flowering,Recommended,,CO_339:0000046,Time to 50% flowering - method,Counting,"Number of days from sowing until 50% of the plants are in flower under irrigated condition. In rain-fed conditions, it is counted from first day of rainfall or irrigation, which is sufficient for germination",,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000047,Days,Numerical,m.laporte,,,,,,,,,,,,,
,CO_339:0000215,TFlow_CountTo1F_d,"DFTFL, DFFL",Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000195,Time to flowering,Phenological traits,Time elapsed between sowing to flowering,,TF,,Plant,Time to Flowering,Recommended,,CO_339:0000049,Time to first flower - method,Counting,Number of days from sowing until the first flower started to occur.,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000050,Days,Numerical,,,,,,,,,,,,,,
,CO_339:0000216,Tto1Pod_Count_d,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000051,Time to first pod formation,Phenological traits,Number of days from sowing to formation of first pod,,DFPD,,Plant,Time to first pod formation,Recommended,,CO_339:0000052,Time to first pod formation - method,Counting,Counting the number of days from sowing to first pod formation,,Impact of reproductive duration on yield and its component traits in lentil. Legume Research (in press),CO_339:0000053,Days,Numerical,,,,,,,,,,,,,,
,CO_339:0000217,TtoMat_Count_d,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000054,Time to maturity,Phenological traits,A quantitative trait describing the physiological maturity of plant,,DM,,Plant,Time to maturity,Recommended,,CO_339:0000055,Time to maturity - method,Counting,Number of days from sowing until 90% of the pods are in golden brown,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000056,Days,Numerical,,90,180,,,,,,,,,,,
,CO_339:0000218,DrghtTol_Comp_idx,,Breeding Trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000057,Drought tolerance,Abiotic Stress traits,Degree of tolerance to drought stress,,DRTL,,Plant,Drought tolerance,Recommended,,CO_339:0000058,Screening method for Drought tolerance,Computation,"Drought tolerance index is calucated by using the formula of crop yield under drought conditons to the non-drought conditions i.e., 1-[(Ys)/(Yp)]",,"American-Eurasian J.Agriculture and environmental sciences, 2009, 6(3):352-355",CO_339:0000059,Index,Numerical,,,,,,,,,,,,,,
,CO_339:0000219,GrthVig_Meas_cm,,Breeding and agronomic trials,,Recommended,,"IIPR, Kanpur",Dr. Jitendra Kumar,04-mars-14,EN,Lentil,CO_339:0000060,Early growth vigour,Phenological traits,A quantitative traits desrcibing the growth of seedlings,,EGV,,Plant,Growth Vigour,Recommended,,CO_339:0000061,Early growth vigour - Method,Measurement,"Seedling length after 40-45 days of sowing , which is measured in field",,Genetics of early growth vigour in lentil (Lens culinaris Medik.). Journal of Genetics 92:323-326.,CO_339:0000062,cm,Numerical,,,,,,,,,,,,,,
,CO_339:0000220,FusWiRes_Est_1to5,,Breeding Trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000063,Fusarium wilt resistance,Biotic Stress traits,"Degree of resistance to Fusarium wilt disease.Causative organism: Fusarium oxysporum f. sp. lentis. Typical symptoms of wilt are first seen as sudden drooping of leaflets starting at the plant top and progressing downward. Leaflets close and do not shed prematurely, turning dull green . Finally the whole plant wilts . Wilting may be unilateral and confined to individual branches. When wilt appears at flowering no seeds are produced.",,FWR,,Plant,Resistance to Fusarium wilt,Recommended,,CO_339:0000064,Screening method for Fusarium wilt resistance,Estimation,Proportion of wilted or dead plants per plot were recorded periodically every 3-4 days interval,,"Euphytica,1997:98,69-74",CO_339:0000065,fusarium wilt damage score,Nominal,,,,,1= Highly resistant,2= Resistant,3= Moderately resistant,4= Susceptible,5= Highly susceptible,,,,,
,CO_339:0000221,SdCol_VisClsn_1to6,,All types of evaluation trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000066,Ground colour of seed testa,Morphological traits,A qualitative trait indicating seed coat color.,,CSTA,,Seed coat (testa),Colour,Recommended,,CO_339:0000067,Seed coat color - Method,Estimation,To be observed on seeds less than three months old,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000068,seed coat colour classes,Nominal,,,,,1= Green,2= Grey,3= Brown,4= Black,5= Pink,6= Yellow,,,,
,CO_339:0000222,GwthHab_Est_1to5,,All types of evaluation trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000069,Growth habit,Morphological traits,A qualitative description of the growth habit of the plant.,Plant growth habit,GRH,,Plant,Growth Habit,Recommended,,CO_339:0000070,Growth Habit - Method,Estimation,Visual observation of the angle of primary branches recorded at mid-pod,,Crop Sci. 31:1040-1044 (1991).Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/).,CO_339:0000071,growth habit scale,Nominal,,,,,1= Erect (0-150 from vertical),2= Semi-erect (16-250 from vertical),3= Semi-spreading (26-600 from vertical),4= Spreading (61-800 from vertical),5= Prostrate (branches flat on the ground),,,,,
,CO_339:0000223,HarvInx_Comp_ratio,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000072,Harvest Index,Agronomical traits,"A measurement of crop yield, the weight of the harvested product as a percentage of the total plant weight of a crop",,HI,,Plant,Harvest index,Recommended,,CO_339:0000073,Harvest Index - Method,Computation,Grain yield/ (straw yield + grain yield),,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000074,Ratio,Numerical,,,,,,,,,,,,,,
,CO_339:0000224,HeatTol_Cont_nbPod,,Breeding Trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000075,Heat tolerance,Abiotic Stress traits,Degree of tolerance to high temperature,,HTOL,,Plant,Heat tolerance,Recommended,,CO_339:0000076,Screening method for Heat tolerance,Counting,Heat tolerance can be observed by counting number of unfilled or filled pods per plant,,"International Journal of Agriculture: Research and Review. 2012,Vol.,2, 969-974.",CO_339:0000077,Number of pods,Numerical,,,,,,,,,,,,,,
,CO_339:0000225,HghtPod_Est_cm,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000078,Height of the lowest pod,Agronomical traits,Height above ground of the lowest pod,,HLPD,,Plant,Height of the lowest pod,Recommended,,CO_339:0000079,Height of the lowest pod - Method,Estimation,Estimate of the average height above ground of the lowest pod on randomly selected 3 to 5 unlodged plants at harvest,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000080,cm,Numerical,,,,,,,,,,,,,,
,CO_339:0000226,HerbTol_Est_1to5,,Breeding Trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000081,Herbicide tolerance,Agronomical traits,The plant ability to resist the toxic effects of herbicides.,,HERBT,,Plant,Herbicide tolerance,Recommended,,CO_339:0000082,Screening method for Herbicide Tolerance,Estimation,Estimation of the tolerance to herbicide,,"Agronomy,2013,3(524-536)",CO_339:0000083,herbicide tolerance score,Nominal,,,,,1= Highly tolerant,2= Tolerant,3= Moderately tolerant,4= Sensitive,5= Highly sensitive,,,,,
,CO_339:0000227,SdWt_Comp_g,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000084,Seed weight,Agronomical traits,Weight of seeds,,HSW,,Seed,Weight,Recommended,,CO_339:0000085,100 seed weight - Method,Computation,Average weight of two samples of 100 randomly chosen seeds,,"Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/), 2. Lentils of the USSR and other countries. Bulletin of Applied Botany, Genetics and Plant Breeding Supplement 40. USSR Institute of Plant Industry of the Lenin Academy of Agricultural Science Leningrad, USSR, pp.265.",CO_339:0000086,g,Numerical,,2,9,,,,,,,,,,,
,CO_339:0000228,IrDef_Est_0to8,,Physiological trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000087,Iron (Fe) deficiency,Abiotic Stress traits,Deficiency of Iron (Fe) in the plant measured at flowering stage,,IRND,,Plant,Iron deficiency,Recommended,,CO_339:0000088,Screening method for Iron Deficency,Estimation,Visual estimation of Fe deficiency,,,CO_339:0000089,iron deficiency score,Ordinal,,,,,0=No symptoms of Fe deficiency,1= 10% of plants showing Fe deficiency,2= 20% of plants showing Fe deficiency,3= 30% of plants showing Fe deficiency,4= 40% of plants showing Fe deficiency,5= 50% of plants showing Fe deficiency,6= 60% of plants showing Fe deficiency,7= 70% of plants showing Fe deficiency,8= 80% of plants showing Fe deficiency,
,CO_339:0000229,LodgSuscp_Est_1to7,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000090,Lodging susceptibility,Agronomical traits,A trait describing status of susceptibilty of genotypes to lodging,,LOSP,,Plant,Lodging susceptibility,Recommended,,CO_339:0000091,Lodgind susceptibility assessment - Method,Estimation,Visually assessed at maturity,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000092,lodging incidence score,Nominal,,,,,0= None,3= Low,5= Medium,7= High,,,,,,
,CO_339:0000230,SdMcrNutCont_Meas_Ptc,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000093,Micro nutrient content,Quality traits,The amount of micro-nutrient including Fe and Zn in the seed,Micro-nutrient content in the grain,MNCG,,Seed,Micro Nutrient content,Recommended,,CO_339:0000094,Micro nutrient content analysis -Method,Measurement,Using atomic absorption spectrometry,,"Research Journal of Agriculture and Biological Sciences,2007, 3(6):748-752",CO_339:0000095,Percentage,Numerical,,,,,,,,,,,,,,
,CO_339:0000231,NbPodpPlnt_Calc_Pod,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000096,Number of pods per plant,Agronomical traits,A trait indicating total number of pods per plant,,NPDPL,,Pod per plant,Number,Recommended,,CO_339:0000097,Number of Pod per Plant - method,Computation,Mean number of pods recorded from 10 randomly selected plants at physiological maturity,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000098,Pod,Numerical,,,,,,,,,,,,,,
,CO_339:0000232,NbPedpPlnt_Calc_Ped,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000099,Number of peduncles per plant,Agronomical traits,A trait indicating total number of peduncles per plant,,NPPP,,Peduncles,Number,Recommended,,CO_339:0000100,Number of peduncle per plant - Method,Computation,The mean number of peduncles on 10 representative plants,,"Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/), 2. Genetic variability and genotype-environmental interaction studies in lentil. Journal of Research Punjab Agricultural University, 10(1), 17-21.",CO_339:0000101,Peduncle,Numerical,,10,150,,,,,,,,,,,
,CO_339:0000233,NbPodpPed_Calc_Pod,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000102,Number of pods per peduncle,Agronomical traits,A trait indicating number of pods per peduncle,,NPPE,,Pod per peduncle,Number,Recommended,,CO_339:0000103,Number of pod per peduncle method,Computation,Maximum number of pods per peduncle on 10 representative plants,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000104,Pod,Numerical,,,,,,,,,,,,,,
,CO_339:0000234,NbSdpPod_Calc_Sd,,Breeding and agronomic trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000105,Number of seeds per pod,Agronomical traits,A trait indicating number of seeds per pod,,NSPP,,Seed per pod,Number,Recommended,,CO_339:0000106,Number of seed per pod - method,Computation,Average number of seeds of 10 dry pods,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000107,Seed,Numerical,,,,,,,,,,,,,,
,CO_339:0000235,OroRes_Comp_oroPlnt,,Breeding Trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000108,Orobanche resistance,Biotic Stress traits,Plant resistance to Orobanche. Casative agent: Orobanche crenata.,,OROR,,Plant,Resistance to Orobanche,Recommended,,CO_339:0000109,Screening method for Orobanche Resistance,Computation,1/ Count the number of broomrapes emerged in the four rows of faba bean surrounding each row of lentil plants. 2/ divide the number of broomrapes by the number of lentil plants to compute an average,,"Screening techniques and sources of resistance to crenate broomrape in spanish lentil germplasm.2007.48,85-94.",CO_339:0000110,orobranch/lentil plant,Numerical,,,,,,,,,,,,,,
,CO_339:0000236,TesPat_Est_1to5,,All types of evaluation trials,,Recommended,,ICARDA,Karthika Rajendran & Shiv Kumar,04-mars-14,EN,Lentil,CO_339:0000111,Pattern of seed testa,Morphological traits,A qualitative trait describing the pattern of seed testa,,PAST,,Seed coat (testa),Pattern,Recommended,,CO_339:0000112,Pattern of seed testa - method,Estimation,Visual assessment of the pattern of the seed testa,,Key access and utilization descriptors for lentil genetic resources (http://www.bioversityinternational.org/e-library/publications/detail/key-access-and-utilization-descriptors-for-lentil-genetic-resources/),CO_339:0000113,seed coat pattern scale,Nominal,,,,,1= Absent,2= Dotted,3= Spotted,4= Marbled,5= Complex,,,,,
